age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income
31,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,0
63,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,0
51,Self-emp-not-inc,School,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,0
39,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,0,0,50,0
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1
55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,1
39,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
61,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,30,0
58,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,30,0
35,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,0
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,24,0
46,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,1
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,0
56,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1
38,Local-gov,Bachelors,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,1741,40,0
39,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,60,0
58,Federal-gov,Some-college,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,0
22,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
53,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,0
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,1
61,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,30,0
66,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,1
31,Private,Bachelors,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,70,1
38,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,0
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
42,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,0
28,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,26,0
30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
69,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,20,0
66,Private,School,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
43,Federal-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,0
24,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,30,0
54,Private,HS-grad,Widowed,Prof-specialty,Own-child,White,Female,0,0,40,0
64,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,0
35,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,40,0
41,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,0
20,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,47,0
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
47,Private,HS-grad,Separated,Craft-repair,Own-child,White,Male,0,0,40,0
50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,1
49,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,0
28,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,0
21,Self-emp-not-inc,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,25,0
36,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
32,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,1
60,Private,School,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
39,State-gov,HS-grad,Divorced,Other-service,Unmarried,Black,Female,0,0,40,0
61,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,0
49,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
27,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,0
53,Self-emp-inc,Some-college,Divorced,Sales,Not-in-family,White,Male,8614,0,50,1
44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,0
49,Private,School,Never-married,Prof-specialty,Other-relative,Black,Male,0,0,45,0
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
49,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
54,State-gov,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,0
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,0
24,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
31,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,1
31,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,25,0
24,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,0
40,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,0
42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,0
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
31,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,0
37,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
28,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,0
47,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
84,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,1
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,0
29,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,2174,0,40,0
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,0
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,1
36,Self-emp-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,70,0
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,0
42,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,0
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,1
46,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,0
29,Federal-gov,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,0
28,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,0
67,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,12,0
56,Private,School,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
46,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
35,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40,1
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,1
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,0
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,0
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,0
41,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,0
49,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
30,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,0
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
41,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Male,0,0,20,0
36,Private,Assoc-voc,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,0
51,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,0
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1
64,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
52,Private,School,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
28,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
44,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,0
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,60,0
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
50,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,0
44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
62,State-gov,Assoc-acdm,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,0
21,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,0
25,Private,HS-grad,Separated,Protective-serv,Own-child,Black,Male,0,0,40,0
37,Private,School,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,0
35,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
28,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,0,0,35,0
46,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
30,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,40,0
39,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,1
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
26,Private,Assoc-voc,Never-married,Sales,Unmarried,White,Female,0,0,54,0
56,Private,School,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
78,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,45,1
38,Private,Some-college,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,0
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,0
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,14,0
69,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,0
17,Local-gov,School,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,0
40,Private,Some-college,Divorced,Craft-repair,Unmarried,Black,Female,0,0,30,0
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
44,Federal-gov,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,0,2258,40,1
40,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,0
51,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,47,0
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,0
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,13,0
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,0
49,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
17,Private,School,Never-married,Prof-specialty,Own-child,Other,Female,0,0,15,0
25,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,0,0,43,0
27,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
63,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,1
31,Private,School,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
55,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2267,40,0
46,Federal-gov,Prof-school,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,1
40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,32,1
57,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,0
62,Private,School,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
54,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,48,0
78,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,1086,0,20,0
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,1
23,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,0,0,30,0
38,Private,School,Separated,Adm-clerical,Unmarried,White,Male,0,3770,40,0
17,Private,School,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,0
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,12,0
37,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,1
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,0
80,Self-emp-not-inc,School,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,0
32,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,0
40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,0
34,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,0
26,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
65,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,0
53,Private,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,1
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,0
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,0
50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,55,0
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,1
47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
19,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,0
70,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
38,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1
29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
40,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,0
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,23,0
45,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,1
62,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,8614,0,39,1
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,0
32,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0,0,38,0
45,Federal-gov,HS-grad,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,40,0
27,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,0
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,8,0
27,Private,School,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
61,Private,School,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,0
44,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,0,0,32,0
39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,0
52,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
17,Private,School,Never-married,Other-service,Own-child,White,Male,0,0,20,0
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,0
50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1
55,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,0
44,Private,School,Never-married,Sales,Unmarried,Other,Female,0,0,35,0
54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
25,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
38,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,0
22,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,0
34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,0
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,1
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
18,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,60,0
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,1
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,60,0
41,Private,School,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,0
50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,1
39,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,52,0
24,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,0
49,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,1
34,Private,School,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,0
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
55,Private,School,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,0
37,State-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,38,0
42,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,1
34,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
21,Private,School,Never-married,Tech-support,Own-child,White,Female,0,0,35,0
64,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
49,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,1
49,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1
60,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
40,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,84,0
26,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,0
25,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,0
62,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,0
59,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,1
28,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,0,0,35,0
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,0
53,Private,School,Widowed,Other-service,Own-child,White,Female,0,0,47,0
47,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,1
29,Local-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,0
57,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,1
41,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,0
22,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,0
22,Private,School,Never-married,Other-service,Own-child,White,Male,0,0,50,0
41,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,55,0
31,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,40,0
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1
44,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,0
50,Private,School,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,0
51,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,1
44,Private,School,Divorced,Other-service,Own-child,White,Female,0,0,50,0
57,Local-gov,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,30,0
26,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,0
29,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,0
55,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,0
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,0
39,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,1
23,Private,Some-college,Separated,Prof-specialty,Unmarried,White,Female,0,0,20,0
23,Self-emp-not-inc,School,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,0
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
41,Private,School,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,0
39,Federal-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,50,0
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,0
29,Private,Some-college,Divorced,Exec-managerial,Own-child,White,Female,1831,0,40,0
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,0
55,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,0,0,38,0
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,0
35,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,0
53,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,99,0
25,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
19,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,0
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,12,0
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,0
56,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,0,0,32,0
61,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
25,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
26,Private,School,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,0
31,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,2001,40,0
20,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,0
48,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,0
44,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,0
42,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,1
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,4064,0,40,0
51,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1
42,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,40,0
60,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,0,0,15,0
47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,0
51,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,0
26,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
45,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,4650,0,40,0
42,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,0,0,30,0
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,1564,60,1
18,Private,School,Never-married,Other-service,Own-child,White,Male,0,0,20,0
63,Private,School,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,0
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,0
63,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,0
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,0
25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
74,Self-emp-not-inc,HS-grad,Widowed,Other-service,Not-in-family,White,Male,0,0,20,0
32,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,99,0
28,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,1
59,Local-gov,HS-grad,Widowed,Craft-repair,Not-in-family,Black,Male,0,0,40,0
